,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,promedio final,aprobado/reprobado,desempeño,habitos,parental_lv_edu_ord,lunch_ord,test_preparation_ord,condiciones
723,male,group C,high school,standard,none,50,48,42,46.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
724,male,group B,some college,standard,none,47,43,41,43.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
725,male,group E,some college,standard,completed,81,74,71,75.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
726,female,group E,associate's degree,standard,completed,65,75,77,72.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
727,male,group E,some high school,standard,completed,68,51,57,58.666666666666664,Reprobado,Bajo,Buenos,0,1,1,Regulares
728,female,group D,high school,free/reduced,none,73,92,84,83.0,Aprobado,Bajo,Malos,0,0,0,Limitantes
729,male,group C,some college,standard,none,53,39,37,43.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
730,female,group B,associate's degree,free/reduced,completed,68,77,80,75.0,Aprobado,Bajo,Regulares,1,0,1,Regulares
731,male,group A,some high school,free/reduced,none,55,46,43,48.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
732,female,group C,some college,standard,completed,87,89,94,90.0,Aprobado,Alto,Buenos,1,1,1,Regulares
733,male,group D,some high school,standard,none,55,47,44,48.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
734,female,group E,some college,free/reduced,none,53,58,57,56.0,Reprobado,Bajo,Malos,1,0,0,Regulares
735,male,group C,master's degree,standard,none,67,57,59,61.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
736,male,group C,associate's degree,standard,none,92,79,84,85.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
737,female,group B,some college,free/reduced,completed,53,66,73,64.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
738,male,group D,associate's degree,standard,none,81,71,73,75.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
739,male,group C,high school,free/reduced,none,61,60,55,58.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
740,male,group D,bachelor's degree,standard,none,80,73,72,75.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
741,female,group A,associate's degree,free/reduced,none,37,57,56,50.0,Reprobado,Bajo,Malos,1,0,0,Regulares
742,female,group C,high school,standard,none,81,84,82,82.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
743,female,group C,associate's degree,standard,completed,59,73,72,68.0,Reprobado,Bajo,Buenos,1,1,1,Regulares
744,male,group B,some college,free/reduced,none,55,55,47,52.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
745,male,group D,associate's degree,standard,none,72,79,74,75.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
746,male,group D,high school,standard,none,69,75,71,71.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
747,male,group C,some college,standard,none,69,64,68,67.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
748,female,group C,bachelor's degree,free/reduced,none,50,60,59,56.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
749,male,group B,some college,standard,completed,87,84,86,85.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
750,male,group D,some high school,standard,completed,71,69,68,69.33333333333333,Reprobado,Bajo,Buenos,0,1,1,Regulares
751,male,group E,some college,standard,none,68,72,65,68.33333333333333,Reprobado,Bajo,Regulares,1,1,0,Regulares
752,male,group C,master's degree,free/reduced,completed,79,77,75,77.0,Aprobado,Bajo,Regulares,2,0,1,Regulares
753,female,group C,some high school,standard,completed,77,90,85,84.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
754,male,group C,associate's degree,free/reduced,none,58,55,53,55.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
755,female,group E,associate's degree,standard,none,84,95,92,90.33333333333333,Aprobado,Alto,Regulares,1,1,0,Regulares
756,male,group D,some college,standard,none,55,58,52,55.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
757,male,group E,bachelor's degree,free/reduced,completed,70,68,72,70.0,Aprobado,Bajo,Regulares,2,0,1,Regulares
758,female,group D,some college,free/reduced,completed,52,59,65,58.666666666666664,Reprobado,Bajo,Regulares,1,0,1,Regulares
759,male,group B,some college,standard,completed,69,77,77,74.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
760,female,group C,high school,free/reduced,none,53,72,64,63.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
761,female,group D,some high school,standard,none,48,58,54,53.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
762,male,group D,some high school,standard,completed,78,81,86,81.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
763,female,group B,high school,standard,none,62,62,63,62.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
764,male,group D,some college,standard,none,60,63,59,60.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
765,female,group B,high school,standard,none,74,72,72,72.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
766,female,group C,high school,standard,completed,58,75,77,70.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
767,male,group B,high school,standard,completed,76,62,60,66.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
768,female,group D,some high school,standard,none,68,71,75,71.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
769,male,group A,some college,free/reduced,none,58,60,57,58.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
770,male,group B,high school,standard,none,52,48,49,49.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
771,male,group D,bachelor's degree,standard,none,75,73,74,74.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
772,female,group B,some high school,free/reduced,completed,52,67,72,63.666666666666664,Reprobado,Bajo,Regulares,0,0,1,Regulares
773,female,group C,bachelor's degree,free/reduced,none,62,78,79,73.0,Aprobado,Bajo,Malos,2,0,0,Regulares
774,male,group B,some college,standard,none,66,65,60,63.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
775,female,group B,some high school,free/reduced,none,49,58,55,54.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
776,female,group B,high school,standard,none,66,72,70,69.33333333333333,Reprobado,Bajo,Regulares,0,1,0,Regulares
777,female,group C,some college,free/reduced,none,35,44,43,40.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
778,female,group A,some college,standard,completed,72,79,82,77.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
779,male,group E,associate's degree,standard,completed,94,85,82,87.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
780,female,group D,associate's degree,free/reduced,none,46,56,57,53.0,Reprobado,Bajo,Malos,1,0,0,Regulares
781,female,group B,master's degree,standard,none,77,90,84,83.66666666666667,Aprobado,Bajo,Regulares,2,1,0,Regulares
782,female,group B,high school,free/reduced,completed,76,85,82,81.0,Aprobado,Bajo,Regulares,0,0,1,Regulares
783,female,group C,associate's degree,standard,completed,52,59,62,57.666666666666664,Reprobado,Bajo,Buenos,1,1,1,Regulares
784,male,group C,bachelor's degree,standard,completed,91,81,79,83.66666666666667,Aprobado,Bajo,Buenos,2,1,1,Optimas
785,female,group B,some high school,standard,completed,32,51,44,42.333333333333336,Reprobado,Bajo,Buenos,0,1,1,Regulares
786,female,group E,some high school,free/reduced,none,72,79,77,76.0,Aprobado,Bajo,Malos,0,0,0,Limitantes
787,female,group B,some college,standard,none,19,38,32,29.666666666666668,Reprobado,Bajo,Regulares,1,1,0,Regulares
788,male,group C,associate's degree,free/reduced,none,68,65,61,64.66666666666667,Reprobado,Bajo,Malos,1,0,0,Regulares
789,female,group C,master's degree,free/reduced,none,52,65,61,59.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
790,female,group B,high school,standard,none,48,62,60,56.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
791,female,group D,some college,free/reduced,none,60,66,70,65.33333333333333,Reprobado,Bajo,Malos,1,0,0,Regulares
792,male,group D,high school,free/reduced,none,66,74,69,69.66666666666667,Reprobado,Bajo,Malos,0,0,0,Limitantes
793,male,group E,some high school,standard,completed,89,84,77,83.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
794,female,group B,high school,standard,none,42,52,51,48.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
795,female,group E,associate's degree,free/reduced,completed,57,68,73,66.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
796,male,group D,high school,standard,none,70,70,70,70.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
797,female,group E,associate's degree,free/reduced,none,70,84,81,78.33333333333333,Aprobado,Bajo,Malos,1,0,0,Regulares
798,male,group E,some college,standard,none,69,60,54,61.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
799,female,group C,associate's degree,standard,none,52,55,57,54.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
800,male,group C,some high school,standard,completed,67,73,68,69.33333333333333,Reprobado,Bajo,Buenos,0,1,1,Regulares
801,male,group C,some high school,standard,completed,76,80,73,76.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
802,female,group E,associate's degree,standard,none,87,94,95,92.0,Aprobado,Alto,Regulares,1,1,0,Regulares
803,female,group B,some college,standard,none,82,85,87,84.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
804,female,group C,some college,standard,none,73,76,78,75.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
805,male,group A,some college,free/reduced,none,75,81,74,76.66666666666667,Aprobado,Bajo,Malos,1,0,0,Regulares
806,female,group D,some college,free/reduced,none,64,74,75,71.0,Aprobado,Bajo,Malos,1,0,0,Regulares
807,female,group E,high school,free/reduced,none,41,45,40,42.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
808,male,group C,high school,standard,none,90,75,69,78.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
809,male,group B,bachelor's degree,standard,none,59,54,51,54.666666666666664,Reprobado,Bajo,Regulares,2,1,0,Regulares
810,male,group A,some high school,standard,none,51,31,36,39.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
811,male,group A,high school,free/reduced,none,45,47,49,47.0,Reprobado,Bajo,Malos,0,0,0,Limitantes
812,female,group C,master's degree,standard,completed,54,64,67,61.666666666666664,Reprobado,Bajo,Buenos,2,1,1,Optimas
813,male,group E,some high school,standard,completed,87,84,76,82.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
814,female,group C,high school,standard,none,72,80,83,78.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
815,male,group B,some high school,standard,completed,94,86,87,89.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
816,female,group A,bachelor's degree,standard,none,45,59,64,56.0,Reprobado,Bajo,Regulares,2,1,0,Regulares
817,male,group D,bachelor's degree,free/reduced,completed,61,70,76,69.0,Reprobado,Bajo,Regulares,2,0,1,Regulares
818,female,group B,high school,free/reduced,none,60,72,68,66.66666666666667,Reprobado,Bajo,Malos,0,0,0,Limitantes
819,female,group C,some high school,standard,none,77,91,88,85.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
820,female,group A,some high school,standard,completed,85,90,92,89.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
821,female,group D,bachelor's degree,free/reduced,none,78,90,93,87.0,Aprobado,Bajo,Malos,2,0,0,Regulares
822,male,group E,some college,free/reduced,completed,49,52,51,50.666666666666664,Reprobado,Bajo,Regulares,1,0,1,Regulares
823,female,group B,high school,free/reduced,none,71,87,82,80.0,Aprobado,Bajo,Malos,0,0,0,Limitantes
824,female,group C,some high school,free/reduced,none,48,58,52,52.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
825,male,group C,high school,standard,none,62,67,58,62.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
826,female,group C,associate's degree,free/reduced,completed,56,68,70,64.66666666666667,Reprobado,Bajo,Regulares,1,0,1,Regulares
827,female,group C,some high school,standard,none,65,69,76,70.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
828,female,group D,some high school,free/reduced,completed,69,86,81,78.66666666666667,Aprobado,Bajo,Regulares,0,0,1,Regulares
829,male,group B,some high school,standard,none,68,54,53,58.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
830,female,group A,some college,free/reduced,none,61,60,57,59.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
831,female,group C,bachelor's degree,free/reduced,completed,74,86,89,83.0,Aprobado,Bajo,Regulares,2,0,1,Regulares
832,male,group A,bachelor's degree,standard,none,64,60,58,60.666666666666664,Reprobado,Bajo,Regulares,2,1,0,Regulares
833,female,group B,high school,standard,completed,77,82,89,82.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
834,male,group B,some college,standard,none,58,50,45,51.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
835,female,group C,high school,standard,completed,60,64,74,66.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
836,male,group E,high school,standard,none,73,64,57,64.66666666666667,Reprobado,Bajo,Regulares,0,1,0,Regulares
837,female,group A,high school,standard,completed,75,82,79,78.66666666666667,Aprobado,Bajo,Buenos,0,1,1,Regulares
838,male,group B,associate's degree,free/reduced,completed,58,57,53,56.0,Reprobado,Bajo,Regulares,1,0,1,Regulares
839,female,group C,associate's degree,standard,none,66,77,73,72.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
840,female,group D,high school,free/reduced,none,39,52,46,45.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
841,male,group C,some high school,standard,none,64,58,51,57.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
842,female,group B,high school,free/reduced,completed,23,44,36,34.333333333333336,Reprobado,Bajo,Regulares,0,0,1,Regulares
843,male,group B,some college,free/reduced,completed,74,77,76,75.66666666666667,Aprobado,Bajo,Regulares,1,0,1,Regulares
844,female,group D,some high school,free/reduced,completed,40,65,64,56.333333333333336,Reprobado,Bajo,Regulares,0,0,1,Regulares
845,male,group E,master's degree,standard,none,90,85,84,86.33333333333333,Aprobado,Bajo,Regulares,2,1,0,Regulares
846,male,group C,master's degree,standard,completed,91,85,85,87.0,Aprobado,Bajo,Buenos,2,1,1,Optimas
847,male,group D,high school,standard,none,64,54,50,56.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
848,female,group C,high school,standard,none,59,72,68,66.33333333333333,Reprobado,Bajo,Regulares,0,1,0,Regulares
849,male,group D,associate's degree,standard,none,80,75,69,74.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
850,male,group C,master's degree,standard,none,71,67,67,68.33333333333333,Reprobado,Bajo,Regulares,2,1,0,Regulares
851,female,group A,high school,standard,none,61,68,63,64.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
852,female,group E,some college,standard,none,87,85,93,88.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
853,male,group E,some high school,standard,none,82,67,61,70.0,Aprobado,Bajo,Regulares,0,1,0,Regulares
854,male,group C,some high school,standard,none,62,64,55,60.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
855,female,group B,bachelor's degree,standard,none,97,97,96,96.66666666666667,Aprobado,Alto,Regulares,2,1,0,Regulares
856,male,group B,some college,free/reduced,none,75,68,65,69.33333333333333,Reprobado,Bajo,Malos,1,0,0,Regulares
857,female,group C,bachelor's degree,standard,none,65,79,81,75.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
858,male,group B,high school,standard,completed,52,49,46,49.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
859,male,group C,associate's degree,free/reduced,none,87,73,72,77.33333333333333,Aprobado,Bajo,Malos,1,0,0,Regulares
860,female,group C,associate's degree,standard,none,53,62,53,56.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
861,female,group E,master's degree,free/reduced,none,81,86,87,84.66666666666667,Aprobado,Bajo,Malos,2,0,0,Regulares
862,male,group D,bachelor's degree,free/reduced,completed,39,42,38,39.666666666666664,Reprobado,Bajo,Regulares,2,0,1,Regulares
863,female,group C,some college,standard,completed,71,71,80,74.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
864,male,group C,associate's degree,standard,none,97,93,91,93.66666666666667,Aprobado,Alto,Regulares,1,1,0,Regulares
865,male,group D,some college,standard,completed,82,82,88,84.0,Aprobado,Bajo,Buenos,1,1,1,Regulares
866,male,group C,high school,free/reduced,none,59,53,52,54.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
867,male,group B,associate's degree,standard,none,61,42,41,48.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
868,male,group E,associate's degree,free/reduced,completed,78,74,72,74.66666666666667,Aprobado,Bajo,Regulares,1,0,1,Regulares
869,male,group C,associate's degree,free/reduced,none,49,51,51,50.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
870,male,group B,high school,standard,none,59,58,47,54.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
871,female,group C,some college,standard,completed,70,72,76,72.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
872,male,group B,associate's degree,standard,completed,82,84,78,81.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
873,male,group E,associate's degree,free/reduced,none,90,90,82,87.33333333333333,Aprobado,Bajo,Malos,1,0,0,Regulares
874,female,group C,bachelor's degree,free/reduced,none,43,62,61,55.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
875,male,group C,some college,free/reduced,none,80,64,66,70.0,Aprobado,Bajo,Malos,1,0,0,Regulares
876,male,group D,some college,standard,none,81,82,84,82.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
877,male,group C,some high school,standard,none,57,61,54,57.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
878,female,group D,some high school,standard,none,59,72,80,70.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
879,female,group D,associate's degree,standard,none,64,76,74,71.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
880,male,group C,bachelor's degree,standard,completed,63,64,66,64.33333333333333,Reprobado,Bajo,Buenos,2,1,1,Optimas
881,female,group E,bachelor's degree,standard,completed,71,70,70,70.33333333333333,Aprobado,Bajo,Buenos,2,1,1,Optimas
882,female,group B,high school,free/reduced,none,64,73,71,69.33333333333333,Reprobado,Bajo,Malos,0,0,0,Limitantes
883,male,group D,bachelor's degree,free/reduced,none,55,46,44,48.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
884,female,group E,associate's degree,standard,none,51,51,54,52.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
885,female,group C,associate's degree,standard,completed,62,76,80,72.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
886,female,group E,associate's degree,standard,completed,93,100,95,96.0,Aprobado,Alto,Buenos,1,1,1,Regulares
887,male,group C,high school,free/reduced,none,54,72,59,61.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
888,female,group D,some college,free/reduced,none,69,65,74,69.33333333333333,Reprobado,Bajo,Malos,1,0,0,Regulares
889,male,group D,high school,free/reduced,none,44,51,48,47.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
890,female,group E,some college,standard,completed,86,85,91,87.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
891,female,group E,associate's degree,standard,none,85,92,85,87.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
892,female,group A,master's degree,free/reduced,none,50,67,73,63.333333333333336,Reprobado,Bajo,Malos,2,0,0,Regulares
893,male,group D,some high school,standard,completed,88,74,75,79.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
894,female,group E,associate's degree,standard,none,59,62,69,63.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
895,female,group E,some high school,free/reduced,none,32,34,38,34.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
896,male,group B,high school,free/reduced,none,36,29,27,30.666666666666668,Reprobado,Bajo,Malos,0,0,0,Limitantes
897,female,group B,some high school,free/reduced,completed,63,78,79,73.33333333333333,Aprobado,Bajo,Regulares,0,0,1,Regulares
898,male,group D,associate's degree,standard,completed,67,54,63,61.333333333333336,Reprobado,Bajo,Buenos,1,1,1,Regulares
899,female,group D,some high school,standard,completed,65,78,82,75.0,Aprobado,Bajo,Buenos,0,1,1,Regulares
900,male,group D,master's degree,standard,none,85,84,89,86.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
901,female,group C,master's degree,standard,none,73,78,74,75.0,Aprobado,Bajo,Regulares,2,1,0,Regulares
902,female,group A,high school,free/reduced,completed,34,48,41,41.0,Reprobado,Bajo,Regulares,0,0,1,Regulares
903,female,group D,bachelor's degree,free/reduced,completed,93,100,100,97.66666666666667,Aprobado,Alto,Regulares,2,0,1,Regulares
904,female,group D,some high school,free/reduced,none,67,84,84,78.33333333333333,Aprobado,Bajo,Malos,0,0,0,Limitantes
905,male,group D,some college,standard,none,88,77,77,80.66666666666667,Aprobado,Bajo,Regulares,1,1,0,Regulares
906,male,group B,high school,standard,none,57,48,51,52.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
907,female,group D,some college,standard,completed,79,84,91,84.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
908,female,group C,bachelor's degree,free/reduced,none,67,75,72,71.33333333333333,Aprobado,Bajo,Malos,2,0,0,Regulares
909,male,group E,bachelor's degree,standard,completed,70,64,70,68.0,Reprobado,Bajo,Buenos,2,1,1,Optimas
910,male,group D,bachelor's degree,free/reduced,none,50,42,48,46.666666666666664,Reprobado,Bajo,Malos,2,0,0,Regulares
911,female,group A,some college,standard,none,69,84,82,78.33333333333333,Aprobado,Bajo,Regulares,1,1,0,Regulares
912,female,group C,bachelor's degree,standard,completed,52,61,66,59.666666666666664,Reprobado,Bajo,Buenos,2,1,1,Optimas
913,female,group C,bachelor's degree,free/reduced,completed,47,62,66,58.333333333333336,Reprobado,Bajo,Regulares,2,0,1,Regulares
914,female,group B,associate's degree,free/reduced,none,46,61,55,54.0,Reprobado,Bajo,Malos,1,0,0,Regulares
915,female,group E,some college,standard,none,68,70,66,68.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
916,male,group E,bachelor's degree,standard,completed,100,100,100,100.0,Aprobado,Alto,Buenos,2,1,1,Optimas
917,female,group C,high school,standard,none,44,61,52,52.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
918,female,group C,associate's degree,standard,completed,57,77,80,71.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
919,male,group B,some college,standard,completed,91,96,91,92.66666666666667,Aprobado,Alto,Buenos,1,1,1,Regulares
920,male,group D,high school,free/reduced,none,69,70,67,68.66666666666667,Reprobado,Bajo,Malos,0,0,0,Limitantes
921,female,group C,high school,free/reduced,none,35,53,46,44.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
922,male,group D,high school,standard,none,72,66,66,68.0,Reprobado,Bajo,Regulares,0,1,0,Regulares
923,female,group B,associate's degree,free/reduced,none,54,65,65,61.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
924,male,group D,high school,free/reduced,none,74,70,69,71.0,Aprobado,Bajo,Malos,0,0,0,Limitantes
925,male,group E,some high school,standard,completed,74,64,60,66.0,Reprobado,Bajo,Buenos,0,1,1,Regulares
926,male,group E,associate's degree,free/reduced,none,64,56,52,57.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
927,female,group D,high school,free/reduced,completed,65,61,71,65.66666666666667,Reprobado,Bajo,Regulares,0,0,1,Regulares
928,male,group E,associate's degree,free/reduced,completed,46,43,44,44.333333333333336,Reprobado,Bajo,Regulares,1,0,1,Regulares
929,female,group C,some high school,free/reduced,none,48,56,51,51.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
930,male,group C,some college,free/reduced,completed,67,74,70,70.33333333333333,Aprobado,Bajo,Regulares,1,0,1,Regulares
931,male,group D,some college,free/reduced,none,62,57,62,60.333333333333336,Reprobado,Bajo,Malos,1,0,0,Regulares
932,male,group D,associate's degree,free/reduced,completed,61,71,73,68.33333333333333,Reprobado,Bajo,Regulares,1,0,1,Regulares
933,male,group C,bachelor's degree,free/reduced,completed,70,75,74,73.0,Aprobado,Bajo,Regulares,2,0,1,Regulares
934,male,group C,associate's degree,standard,completed,98,87,90,91.66666666666667,Aprobado,Alto,Buenos,1,1,1,Regulares
935,male,group D,some college,free/reduced,none,70,63,58,63.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
936,male,group A,associate's degree,standard,none,67,57,53,59.0,Reprobado,Bajo,Regulares,1,1,0,Regulares
937,female,group E,high school,free/reduced,none,57,58,57,57.333333333333336,Reprobado,Bajo,Malos,0,0,0,Limitantes
938,male,group D,some college,standard,completed,85,81,85,83.66666666666667,Aprobado,Bajo,Buenos,1,1,1,Regulares
939,male,group D,some high school,standard,completed,77,68,69,71.33333333333333,Aprobado,Bajo,Buenos,0,1,1,Regulares
940,male,group C,master's degree,free/reduced,completed,72,66,72,70.0,Aprobado,Bajo,Regulares,2,0,1,Regulares
941,female,group D,master's degree,standard,none,78,91,96,88.33333333333333,Aprobado,Bajo,Regulares,2,1,0,Regulares
942,male,group C,high school,standard,none,81,66,64,70.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
943,male,group A,some high school,free/reduced,completed,61,62,61,61.333333333333336,Reprobado,Bajo,Regulares,0,0,1,Regulares
944,female,group B,high school,standard,none,58,68,61,62.333333333333336,Reprobado,Bajo,Regulares,0,1,0,Regulares
945,female,group C,associate's degree,standard,none,54,61,58,57.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
946,male,group B,high school,standard,none,82,82,80,81.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
947,female,group D,some college,free/reduced,none,49,58,60,55.666666666666664,Reprobado,Bajo,Malos,1,0,0,Regulares
948,male,group B,some high school,free/reduced,completed,49,50,52,50.333333333333336,Reprobado,Bajo,Regulares,0,0,1,Regulares
949,female,group E,high school,free/reduced,completed,57,75,73,68.33333333333333,Reprobado,Bajo,Regulares,0,0,1,Regulares
950,male,group E,high school,standard,none,94,73,71,79.33333333333333,Aprobado,Bajo,Regulares,0,1,0,Regulares
951,female,group D,some college,standard,completed,75,77,83,78.33333333333333,Aprobado,Bajo,Buenos,1,1,1,Regulares
952,female,group E,some high school,free/reduced,none,74,74,72,73.33333333333333,Aprobado,Bajo,Malos,0,0,0,Limitantes
953,male,group C,high school,standard,completed,58,52,54,54.666666666666664,Reprobado,Bajo,Buenos,0,1,1,Regulares
954,female,group C,some college,standard,none,62,69,69,66.66666666666667,Reprobado,Bajo,Regulares,1,1,0,Regulares
955,male,group E,associate's degree,standard,none,72,57,62,63.666666666666664,Reprobado,Bajo,Regulares,1,1,0,Regulares
956,male,group C,some college,standard,none,84,87,81,84.0,Aprobado,Bajo,Regulares,1,1,0,Regulares
957,female,group D,master's degree,standard,none,92,100,100,97.33333333333333,Aprobado,Alto,Regulares,2,1,0,Regulares
958,female,group D,high school,standard,none,45,63,59,55.666666666666664,Reprobado,Bajo,Regulares,0,1,0,Regulares
959,male,group C,high school,standard,none,75,81,71,75.66666666666667,Aprobado,Bajo,Regulares,0,1,0,Regulares
960,female,group A,some college,standard,none,56,58,64,59.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
961,female,group D,some high school,free/reduced,none,48,54,53,51.666666666666664,Reprobado,Bajo,Malos,0,0,0,Limitantes
962,female,group E,associate's degree,standard,none,100,100,100,100.0,Aprobado,Alto,Regulares,1,1,0,Regulares
963,female,group C,some high school,free/reduced,completed,65,76,75,72.0,Aprobado,Bajo,Regulares,0,0,1,Regulares
964,male,group D,some college,standard,none,72,57,58,62.333333333333336,Reprobado,Bajo,Regulares,1,1,0,Regulares
